INFO 2024-12-25 18:06:52,513 autoreload Watching for file changes with StatReloader
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/staticfiles/utils.py first seen with mtime 1735137233.7218797
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/sql/datastructures.py first seen with mtime 1735137233.7448792
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/checks/compatibility/__init__.py first seen with mtime 1735137233.7248795
DEBUG 2024-12-26 14:51:25,376 autoreload File /usr/lib/python3.10/dis.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/query.py first seen with mtime 1735137233.7418792
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1735137233.5838819
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/dateformat.py first seen with mtime 1735137233.759879
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/telegram_auth_project/urls.py first seen with mtime 1735142505.606878
DEBUG 2024-12-26 14:51:25,376 autoreload File /usr/lib/python3.10/email/_parseaddr.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,376 autoreload File /usr/lib/python3.10/email/utils.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/urls/resolvers.py first seen with mtime 1735137233.758879
DEBUG 2024-12-26 14:51:25,376 autoreload File /usr/lib/python3.10/lzma.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/backends/sqlite3/schema.py first seen with mtime 1735137233.7368793
DEBUG 2024-12-26 14:51:25,376 autoreload File /usr/lib/python3.10/multiprocessing/__init__.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,376 autoreload File /usr/lib/python3.10/selectors.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/autoreload.py first seen with mtime 1735137233.758879
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/admin/utils.py first seen with mtime 1735137233.4708836
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/backends/sqlite3/base.py first seen with mtime 1735137233.7368793
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/translation/trans_real.py first seen with mtime 1735137233.762879
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/views/decorators/cache.py first seen with mtime 1735137233.763879
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/admin/views/main.py first seen with mtime 1735137233.5378826
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/urls/exceptions.py first seen with mtime 1735137233.758879
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/context.py first seen with mtime 1735137233.754879
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/utils.py first seen with mtime 1735137233.7418792
DEBUG 2024-12-26 14:51:25,376 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/_virtualenv.py first seen with mtime 1735137112.3229368
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/sqlparse/tokens.py first seen with mtime 1735137233.3658855
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/views/generic/list.py first seen with mtime 1735137233.764879
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/admin.py first seen with mtime 1735137233.5578823
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/sqlparse/filters/__init__.py first seen with mtime 1735137233.3668854
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/regex_helper.py first seen with mtime 1735137233.761879
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/sqlparse/cli.py first seen with mtime 1735137233.3658855
DEBUG 2024-12-26 14:51:25,377 autoreload File /usr/lib/python3.10/operator.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,377 autoreload File /usr/lib/python3.10/bisect.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/management/color.py first seen with mtime 1735137233.7278795
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/response.py first seen with mtime 1735137233.7558792
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/backends/sqlite3/features.py first seen with mtime 1735137233.7368793
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/backends/sqlite3/__init__.py first seen with mtime 1735137233.7368793
DEBUG 2024-12-26 14:51:25,377 autoreload File /usr/lib/python3.10/genericpath.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/views/static.py first seen with mtime 1735137233.763879
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/dispatch/dispatcher.py first seen with mtime 1735137233.7458792
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/backends/signals.py first seen with mtime 1735137233.7318795
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/cache/backends/filebased.py first seen with mtime 1735137233.7238796
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/module_loading.py first seen with mtime 1735137233.761879
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/checks/messages.py first seen with mtime 1735137233.7248795
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/migrations/migration.py first seen with mtime 1735137233.7378793
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/termcolors.py first seen with mtime 1735137233.761879
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/servers/basehttp.py first seen with mtime 1735137233.7318795
DEBUG 2024-12-26 14:51:25,377 autoreload File /usr/lib/python3.10/_weakrefset.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/middleware/cache.py first seen with mtime 1735137233.753879
DEBUG 2024-12-26 14:51:25,377 autoreload File /usr/lib/python3.10/glob.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,377 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1735137233.7388794
DEBUG 2024-12-26 14:51:25,380 autoreload File /usr/lib/python3.10/dataclasses.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,380 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1735137233.582882
DEBUG 2024-12-26 14:51:25,380 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/files/temp.py first seen with mtime 1735137233.7258797
DEBUG 2024-12-26 14:51:25,380 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/log.py first seen with mtime 1735137233.761879
DEBUG 2024-12-26 14:51:25,380 autoreload File /usr/lib/python3.10/email/_encoded_words.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/admin/options.py first seen with mtime 1735137233.4708836
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1735137233.3668854
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/asyncio/streams.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/inspect.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/checks/async_checks.py first seen with mtime 1735137233.7238796
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/options.py first seen with mtime 1735137233.7418792
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/opcode.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/asyncio/locks.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/files/base.py first seen with mtime 1735137233.7258797
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/io.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/constraints.py first seen with mtime 1735137233.7398794
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/views.py first seen with mtime 1735152183.0198793
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/email/mime/nonmultipart.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/logging/config.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/pathlib.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/conf/urls/__init__.py first seen with mtime 1735137233.4688838
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/importlib/__init__.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/calendar.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/importlib/_abc.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/stat.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/argparse.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /usr/lib/python3.10/email/contentmanager.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/tokens.py first seen with mtime 1735137233.5598822
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/signing.py first seen with mtime 1735137233.7228796
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/asyncio.py first seen with mtime 1735137233.758879
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/files/move.py first seen with mtime 1735137233.7258797
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/functions/window.py first seen with mtime 1735137233.7448792
DEBUG 2024-12-26 14:51:25,381 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/files/locks.py first seen with mtime 1735137233.7258797
DEBUG 2024-12-26 14:51:25,384 autoreload File /usr/lib/python3.10/keyword.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,384 autoreload File /usr/lib/python3.10/lib-dynload/_uuid.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/cache/backends/base.py first seen with mtime 1735137233.7238796
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/files/__init__.py first seen with mtime 1735137233.7248795
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/wsgi.py first seen with mtime 1735137233.7228796
DEBUG 2024-12-26 14:51:25,384 autoreload File /usr/lib/python3.10/email/base64mime.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/asgiref/__init__.py first seen with mtime 1735137233.384885
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/sqlparse/engine/__init__.py first seen with mtime 1735137233.3658855
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/cache/__init__.py first seen with mtime 1735137233.7238796
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/functional.py first seen with mtime 1735137233.760879
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/views/generic/edit.py first seen with mtime 1735137233.764879
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/mail/message.py first seen with mtime 1735137233.7268796
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/backends/base/client.py first seen with mtime 1735137233.7318795
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/functions/text.py first seen with mtime 1735137233.7438793
DEBUG 2024-12-26 14:51:25,384 autoreload File /usr/lib/python3.10/http/client.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/staticfiles/apps.py first seen with mtime 1735137233.7218797
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/sqlparse/sql.py first seen with mtime 1735137233.3658855
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/views/generic/detail.py first seen with mtime 1735137233.764879
DEBUG 2024-12-26 14:51:25,384 autoreload File /usr/lib/python3.10/bz2.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/connection.py first seen with mtime 1735137233.759879
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/migrations/__init__.py first seen with mtime 1735137233.7368793
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/functions/__init__.py first seen with mtime 1735137233.7438793
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/forms/__init__.py first seen with mtime 1735137233.7458792
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/files/storage/memory.py first seen with mtime 1735137233.7258797
DEBUG 2024-12-26 14:51:25,384 autoreload File /usr/lib/python3.10/re.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/fields/proxy.py first seen with mtime 1735137233.7428794
DEBUG 2024-12-26 14:51:25,384 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/views/i18n.py first seen with mtime 1735137233.763879
DEBUG 2024-12-26 14:51:25,386 autoreload File /usr/lib/python3.10/typing.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,386 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/management/base.py first seen with mtime 1735137233.7278795
DEBUG 2024-12-26 14:51:25,386 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/decorators.py first seen with mtime 1735137233.5588822
DEBUG 2024-12-26 14:51:25,386 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/templatetags/static.py first seen with mtime 1735137233.756879
DEBUG 2024-12-26 14:51:25,386 autoreload File /usr/lib/python3.10/heapq.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,386 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1735137233.3668854
DEBUG 2024-12-26 14:51:25,386 autoreload File /usr/lib/python3.10/asyncio/log.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,386 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1735137233.7458792
DEBUG 2024-12-26 14:51:25,386 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/functions/mixins.py first seen with mtime 1735137233.7438793
DEBUG 2024-12-26 14:51:25,386 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/checks/model_checks.py first seen with mtime 1735137233.7248795
DEBUG 2024-12-26 14:51:25,386 autoreload File /usr/lib/python3.10/copy.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,386 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/forms/formsets.py first seen with mtime 1735137233.7468793
DEBUG 2024-12-26 14:51:25,386 autoreload File /usr/lib/python3.10/_sysconfigdata__x86_64-linux-gnu.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,386 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/forms.py first seen with mtime 1735137233.5588822
DEBUG 2024-12-26 14:51:25,387 autoreload File /usr/lib/python3.10/lib-dynload/_json.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,387 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/views/decorators/debug.py first seen with mtime 1735137233.763879
DEBUG 2024-12-26 14:51:25,387 autoreload File /usr/lib/python3.10/html/entities.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,387 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/dateparse.py first seen with mtime 1735137233.759879
DEBUG 2024-12-26 14:51:25,387 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/sessions/apps.py first seen with mtime 1735137233.6898801
DEBUG 2024-12-26 14:51:25,387 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/backends/sqlite3/introspection.py first seen with mtime 1735137233.7368793
DEBUG 2024-12-26 14:51:25,387 autoreload File /usr/lib/python3.10/signal.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,387 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/management/__init__.py first seen with mtime 1735137233.7278795
DEBUG 2024-12-26 14:51:25,387 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/deprecation.py first seen with mtime 1735137233.759879
DEBUG 2024-12-26 14:51:25,387 autoreload File /usr/lib/python3.10/lib-dynload/_hashlib.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,387 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/http.py first seen with mtime 1735137233.760879
DEBUG 2024-12-26 14:51:25,387 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/checks/registry.py first seen with mtime 1735137233.7248795
DEBUG 2024-12-26 14:51:25,387 autoreload File /usr/lib/python3.10/socket.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,387 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/backends/utils.py first seen with mtime 1735137233.7318795
DEBUG 2024-12-26 14:51:25,390 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/apps.py first seen with mtime 1735137233.5578823
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/urls/utils.py first seen with mtime 1735137233.758879
DEBUG 2024-12-26 14:51:25,391 autoreload File /usr/lib/python3.10/locale.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/sql/where.py first seen with mtime 1735137233.7458792
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/urls/conf.py first seen with mtime 1735137233.758879
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/base.py first seen with mtime 1735137233.7268796
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/__init__.py first seen with mtime 1735137233.7318795
DEBUG 2024-12-26 14:51:25,391 autoreload File /usr/lib/python3.10/encodings/utf_8.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/shortcuts.py first seen with mtime 1735137233.4188845
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/fields/reverse_related.py first seen with mtime 1735137233.7438793
DEBUG 2024-12-26 14:51:25,391 autoreload File /usr/lib/python3.10/ast.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,391 autoreload File /usr/lib/python3.10/quopri.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/migrations/state.py first seen with mtime 1735137233.7388794
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/staticfiles/management/__init__.py first seen with mtime 1735137233.7218797
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/migrations/exceptions.py first seen with mtime 1735137233.7378793
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/autoreload.py first seen with mtime 1735137233.753879
DEBUG 2024-12-26 14:51:25,391 autoreload File /usr/lib/python3.10/hmac.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/translation/__init__.py first seen with mtime 1735137233.762879
DEBUG 2024-12-26 14:51:25,391 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1735137233.5368826
DEBUG 2024-12-26 14:51:25,392 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/defaulttags.py first seen with mtime 1735137233.754879
DEBUG 2024-12-26 14:51:25,392 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/__init__.py first seen with mtime 1735137233.7268796
DEBUG 2024-12-26 14:51:25,392 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1735137233.5368826
DEBUG 2024-12-26 14:51:25,392 autoreload File /usr/lib/python3.10/codecs.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,392 autoreload File /usr/lib/python3.10/collections/__init__.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,392 autoreload File /usr/lib/python3.10/json/encoder.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,392 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/deconstruct.py first seen with mtime 1735137233.759879
